drugname1	drugname2	cell_line	zip
PACLITAXEL	ZOLINZA	ES2	4.6175
PD325901	ABT-888	ES2	-0.1
PD325901	BEZ-235	ES2	2.9975
PD325901	BORTEZOMIB	ES2	4.4175
PD325901	DASATINIB	ES2	11.2375
PD325901	DINACICLIB	ES2	-0.0799999999999999
PD325901	GELDANAMYCIN	ES2	2.8325
PD325901	MK-8669	ES2	1.69
PD325901	MK-8776	ES2	0.4825
PD325901	OXALIPLATIN	ES2	-8.885
PD325901	SN-38	ES2	-1.6425
PD325901	SORAFENIB	ES2	4.9225
PD325901	TOPOTECAN	ES2	3.3425
SN-38	DINACICLIB	ES2	-1.5475
SN-38	MK-8776	ES2	1.9775
SN-38	SORAFENIB	ES2	7.245
SORAFENIB	DINACICLIB	ES2	8.200000000000001
SORAFENIB	MK-8776	ES2	0.7
SUNITINIB	ABT-888	ES2	4.890000000000001
SUNITINIB	AZD1775	ES2	9.0225
SUNITINIB	BEZ-235	ES2	6.297499999999999
SUNITINIB	BORTEZOMIB	ES2	4.425
SUNITINIB	DASATINIB	ES2	13.625
SUNITINIB	DINACICLIB	ES2	6.8525
SUNITINIB	ERLOTINIB	ES2	13.005
SUNITINIB	GELDANAMYCIN	ES2	8.157499999999999
SUNITINIB	LAPATINIB	ES2	4.012499999999999
SUNITINIB	MK-2206	ES2	7.01875
SUNITINIB	MK-4827	ES2	0.4649999999999999
SUNITINIB	MK-5108	ES2	1.4400000000000002
SUNITINIB	MK-8669	ES2	14.58
SUNITINIB	MK-8776	ES2	4.69
SUNITINIB	OXALIPLATIN	ES2	-4.6450000000000005
SUNITINIB	PD325901	ES2	14.685
SUNITINIB	SN-38	ES2	5.68
SUNITINIB	SORAFENIB	ES2	5.405
SUNITINIB	TEMOZOLOMIDE	ES2	-4.255
SUNITINIB	TOPOTECAN	ES2	-0.7150000000000001
TEMOZOLOMIDE	ABT-888	ES2	4.49
TEMOZOLOMIDE	AZD1775	ES2	0.1700000000000001
TEMOZOLOMIDE	BEZ-235	ES2	0.8750000000000001
TEMOZOLOMIDE	BORTEZOMIB	ES2	1.895
TEMOZOLOMIDE	DASATINIB	ES2	-0.4925
TEMOZOLOMIDE	DINACICLIB	ES2	-0.2275
TEMOZOLOMIDE	ERLOTINIB	ES2	0.6324999999999998
TEMOZOLOMIDE	GELDANAMYCIN	ES2	-0.8675
TEMOZOLOMIDE	LAPATINIB	ES2	-1.54
TEMOZOLOMIDE	MK-2206	ES2	-2.64
TEMOZOLOMIDE	MK-4827	ES2	8.305
TEMOZOLOMIDE	MK-5108	ES2	-4.32
TEMOZOLOMIDE	MK-8669	ES2	1.4725
TEMOZOLOMIDE	MK-8776	ES2	2.8975
TEMOZOLOMIDE	OXALIPLATIN	ES2	-5.834999999999999
TEMOZOLOMIDE	PD325901	ES2	3.8125
TEMOZOLOMIDE	SN-38	ES2	-2.7925
TEMOZOLOMIDE	SORAFENIB	ES2	1.5924999999999998
TEMOZOLOMIDE	TOPOTECAN	ES2	1.66
TOPOTECAN	BEZ-235	ES2	4.1225000000000005
TOPOTECAN	DINACICLIB	ES2	2.075
TOPOTECAN	MK-8776	ES2	1.4275
TOPOTECAN	SORAFENIB	ES2	7.975
VINBLASTINE	ABT-888	ES2	-3.7875
VINBLASTINE	AZD1775	ES2	3.26
VINBLASTINE	BEZ-235	ES2	4.365
VINBLASTINE	BORTEZOMIB	ES2	3.8225
VINBLASTINE	DASATINIB	ES2	0.53
VINBLASTINE	DINACICLIB	ES2	-0.7825
VINBLASTINE	ERLOTINIB	ES2	13.3875
VINBLASTINE	GELDANAMYCIN	ES2	-3.81
VINBLASTINE	L778123	ES2	8.6875
VINBLASTINE	LAPATINIB	ES2	4.425
VINBLASTINE	MK-2206	ES2	-0.7400000000000001
VINBLASTINE	MK-4827	ES2	-2.1925
VINBLASTINE	MK-5108	ES2	2.015
VINBLASTINE	MK-8669	ES2	-5.0775
VINBLASTINE	MK-8776	ES2	2.09
VINBLASTINE	PD325901	ES2	1.59
VINBLASTINE	SORAFENIB	ES2	10.275
VINBLASTINE	SUNITINIB	ES2	1.0475
VINBLASTINE	TEMOZOLOMIDE	ES2	-6.855
VINBLASTINE	ZOLINZA	ES2	-0.3274999999999999
VINORELBINE	ABT-888	ES2	5.595
VINORELBINE	AZD1775	ES2	7.385000000000001
VINORELBINE	BEZ-235	ES2	8.5075
VINORELBINE	BORTEZOMIB	ES2	5.2525
VINORELBINE	DASATINIB	ES2	8.02
VINORELBINE	DINACICLIB	ES2	6.175
VINORELBINE	ERLOTINIB	ES2	16.3025
VINORELBINE	GELDANAMYCIN	ES2	1.4674999999999998
VINORELBINE	LAPATINIB	ES2	12.4825
VINORELBINE	MK-2206	ES2	7.709999999999999
VINORELBINE	MK-4827	ES2	0.6325
VINORELBINE	MK-5108	ES2	-0.975
VINORELBINE	MK-8669	ES2	3.1225
VINORELBINE	MK-8776	ES2	7.8225
VINORELBINE	PD325901	ES2	2.0875000000000004
VINORELBINE	SORAFENIB	ES2	7.597499999999999
VINORELBINE	SUNITINIB	ES2	9.6075
VINORELBINE	TEMOZOLOMIDE	ES2	-1.6324999999999998
VINORELBINE	ZOLINZA	ES2	5.8825
ZOLINZA	ABT-888	ES2	4.54
ZOLINZA	AZD1775	ES2	7.045
ZOLINZA	BEZ-235	ES2	5.35
ZOLINZA	BORTEZOMIB	ES2	10.675
ZOLINZA	DASATINIB	ES2	5.824999999999999
ZOLINZA	DINACICLIB	ES2	-0.895
ZOLINZA	ERLOTINIB	ES2	11.915
ZOLINZA	GELDANAMYCIN	ES2	4.62
ZOLINZA	GEMCITABINE	ES2	5.54
ZOLINZA	LAPATINIB	ES2	1.2425000000000002
ZOLINZA	MK-2206	ES2	2.8175
ZOLINZA	MK-4827	ES2	2.745
ZOLINZA	MK-5108	ES2	2.6175
ZOLINZA	MK-8669	ES2	-0.4399999999999999
ZOLINZA	MK-8776	ES2	8.175
ZOLINZA	OXALIPLATIN	ES2	2.39
ZOLINZA	PD325901	ES2	8.942499999999999
ZOLINZA	SN-38	ES2	6.0600000000000005
ZOLINZA	SORAFENIB	ES2	3.225
ZOLINZA	SUNITINIB	ES2	4.859999999999999
ZOLINZA	TEMOZOLOMIDE	ES2	7.0
ZOLINZA	TOPOTECAN	ES2	5.54
5-FU	ABT-888	HCT116	5.5600000000000005
5-FU	AZD1775	HCT116	7.8575
5-FU	BEZ-235	HCT116	-2.0675
5-FU	BORTEZOMIB	HCT116	1.0575
5-FU	DASATINIB	HCT116	4.942500000000001
5-FU	DINACICLIB	HCT116	4.5325
5-FU	ERLOTINIB	HCT116	3.6525
5-FU	GELDANAMYCIN	HCT116	2.95
5-FU	L778123	HCT116	2.55
5-FU	LAPATINIB	HCT116	-1.875
5-FU	MK-2206	HCT116	0.43
5-FU	MK-4827	HCT116	3.7725
5-FU	MK-5108	HCT116	5.675
5-FU	MK-8669	HCT116	0.365
5-FU	MK-8776	HCT116	2.125
5-FU	PD325901	HCT116	1.86
5-FU	SORAFENIB	HCT116	2.5525
5-FU	SUNITINIB	HCT116	9.745
5-FU	TEMOZOLOMIDE	HCT116	-3.3375
5-FU	ZOLINZA	HCT116	1.5025
ABT-888	BEZ-235	HCT116	1.255
ABT-888	DINACICLIB	HCT116	2.815
ABT-888	GELDANAMYCIN	HCT116	6.8725
ABT-888	MK-8669	HCT116	-0.7725
ABT-888	MK-8776	HCT116	-3.46
ABT-888	OXALIPLATIN	HCT116	10.4125
ABT-888	SN-38	HCT116	6.2025
ABT-888	SORAFENIB	HCT116	5.9725
ABT-888	TOPOTECAN	HCT116	0.9375
AZD1775	ABT-888	HCT116	-4.99
AZD1775	BEZ-235	HCT116	10.075
AZD1775	BORTEZOMIB	HCT116	-0.9
AZD1775	DASATINIB	HCT116	18.36375
AZD1775	DINACICLIB	HCT116	-0.7050000000000001
AZD1775	ERLOTINIB	HCT116	-5.665
AZD1775	GELDANAMYCIN	HCT116	8.175
AZD1775	LAPATINIB	HCT116	-1.3025
AZD1775	MK-2206	HCT116	2.82
AZD1775	MK-4827	HCT116	2.4775
AZD1775	MK-5108	HCT116	4.425
AZD1775	MK-8669	HCT116	1.7800000000000002
AZD1775	MK-8776	HCT116	21.3175
AZD1775	OXALIPLATIN	HCT116	6.4675
AZD1775	PD325901	HCT116	4.91
AZD1775	SN-38	HCT116	-2.6825
AZD1775	SORAFENIB	HCT116	5.6675
AZD1775	TOPOTECAN	HCT116	3.6775
BEZ-235	DINACICLIB	HCT116	-0.6325000000000001
BEZ-235	MK-8776	HCT116	2.69
BEZ-235	OXALIPLATIN	HCT116	5.27
BEZ-235	SN-38	HCT116	-0.0324999999999999
BEZ-235	SORAFENIB	HCT116	15.95
BORTEZOMIB	ABT-888	HCT116	1.065
BORTEZOMIB	BEZ-235	HCT116	0.0925
BORTEZOMIB	DASATINIB	HCT116	2.3225
BORTEZOMIB	DINACICLIB	HCT116	-0.135
BORTEZOMIB	GELDANAMYCIN	HCT116	1.7325
BORTEZOMIB	MK-8669	HCT116	0.55
BORTEZOMIB	MK-8776	HCT116	0.4375
BORTEZOMIB	OXALIPLATIN	HCT116	3.8825
BORTEZOMIB	SN-38	HCT116	-1.4125
BORTEZOMIB	SORAFENIB	HCT116	1.5800000000000003
BORTEZOMIB	TOPOTECAN	HCT116	1.8375
CARBOPLATIN	ABT-888	HCT116	0.315
CARBOPLATIN	AZD1775	HCT116	-0.1649999999999999
CARBOPLATIN	BEZ-235	HCT116	0.4299999999999998
CARBOPLATIN	BORTEZOMIB	HCT116	2.3825000000000003
CARBOPLATIN	DASATINIB	HCT116	3.095
CARBOPLATIN	DINACICLIB	HCT116	-0.8275
CARBOPLATIN	ERLOTINIB	HCT116	-3.9275
CARBOPLATIN	GELDANAMYCIN	HCT116	1.8225
CARBOPLATIN	L778123	HCT116	-10.29
CARBOPLATIN	LAPATINIB	HCT116	-2.435
CARBOPLATIN	MK-2206	HCT116	6.9750000000000005
CARBOPLATIN	MK-4827	HCT116	4.3275
CARBOPLATIN	MK-5108	HCT116	0.8025
CARBOPLATIN	MK-8669	HCT116	1.18
CARBOPLATIN	MK-8776	HCT116	-2.835
CARBOPLATIN	PD325901	HCT116	-2.62
CARBOPLATIN	SORAFENIB	HCT116	-4.902500000000001
CARBOPLATIN	SUNITINIB	HCT116	4.775
CARBOPLATIN	TEMOZOLOMIDE	HCT116	0.7899999999999999
CARBOPLATIN	ZOLINZA	HCT116	0.8949999999999999
CYCLOPHOSPHAMIDE	ABT-888	HCT116	-1.08
CYCLOPHOSPHAMIDE	AZD1775	HCT116	-3.61
CYCLOPHOSPHAMIDE	BEZ-235	HCT116	0.4249999999999999
CYCLOPHOSPHAMIDE	BORTEZOMIB	HCT116	1.3875000000000002
CYCLOPHOSPHAMIDE	DASATINIB	HCT116	3.5700000000000003
CYCLOPHOSPHAMIDE	DINACICLIB	HCT116	2.2125
CYCLOPHOSPHAMIDE	ERLOTINIB	HCT116	-4.425000000000001
CYCLOPHOSPHAMIDE	GELDANAMYCIN	HCT116	4.2825
CYCLOPHOSPHAMIDE	L778123	HCT116	-7.9575
CYCLOPHOSPHAMIDE	LAPATINIB	HCT116	-3.74
CYCLOPHOSPHAMIDE	MK-2206	HCT116	-0.61
CYCLOPHOSPHAMIDE	MK-4827	HCT116	1.685
CYCLOPHOSPHAMIDE	MK-5108	HCT116	1.4675
CYCLOPHOSPHAMIDE	MK-8669	HCT116	2.045
CYCLOPHOSPHAMIDE	MK-8776	HCT116	-3.54
CYCLOPHOSPHAMIDE	PD325901	HCT116	0.0399999999999999
CYCLOPHOSPHAMIDE	SORAFENIB	HCT116	3.885
CYCLOPHOSPHAMIDE	SUNITINIB	HCT116	6.172499999999999
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	HCT116	2.1275000000000004
CYCLOPHOSPHAMIDE	ZOLINZA	HCT116	4.035
DASATINIB	ABT-888	HCT116	1.8775
DASATINIB	BEZ-235	HCT116	14.0175
DASATINIB	DINACICLIB	HCT116	4.1375
DASATINIB	GELDANAMYCIN	HCT116	14.845
DASATINIB	MK-8669	HCT116	3.2825
DASATINIB	MK-8776	HCT116	9.489999999999998
DASATINIB	OXALIPLATIN	HCT116	4.7475
DASATINIB	SN-38	HCT116	4.9
DASATINIB	SORAFENIB	HCT116	11.2875
DASATINIB	TOPOTECAN	HCT116	6.4725
DEXAMETHASONE	ABT-888	HCT116	-1.3375
DEXAMETHASONE	AZD1775	HCT116	-5.075
DEXAMETHASONE	BEZ-235	HCT116	-3.9
DEXAMETHASONE	BORTEZOMIB	HCT116	0.6475
DEXAMETHASONE	DASATINIB	HCT116	1.18
DEXAMETHASONE	DINACICLIB	HCT116	-0.0575
DEXAMETHASONE	ERLOTINIB	HCT116	-5.1925
DEXAMETHASONE	GELDANAMYCIN	HCT116	-0.395
DEXAMETHASONE	L778123	HCT116	-11.15
DEXAMETHASONE	LAPATINIB	HCT116	-4.47
DEXAMETHASONE	MK-2206	HCT116	-1.565
DEXAMETHASONE	MK-4827	HCT116	-0.5575
DEXAMETHASONE	MK-5108	HCT116	-1.0275
DEXAMETHASONE	MK-8669	HCT116	-0.6249999999999999
DEXAMETHASONE	MK-8776	HCT116	-4.1425
DEXAMETHASONE	PD325901	HCT116	-3.67
DEXAMETHASONE	SORAFENIB	HCT116	0.24
DEXAMETHASONE	SUNITINIB	HCT116	3.795
DEXAMETHASONE	TEMOZOLOMIDE	HCT116	0.365
DEXAMETHASONE	ZOLINZA	HCT116	-0.515
DINACICLIB	MK-8776	HCT116	1.0625
DOXORUBICIN	ABT-888	HCT116	2.3625
DOXORUBICIN	AZD1775	HCT116	1.0925
DOXORUBICIN	BEZ-235	HCT116	1.975
DOXORUBICIN	BORTEZOMIB	HCT116	0.5674999999999999
DOXORUBICIN	DASATINIB	HCT116	7.7325
DOXORUBICIN	DINACICLIB	HCT116	1.885
DOXORUBICIN	ERLOTINIB	HCT116	3.105
DOXORUBICIN	GELDANAMYCIN	HCT116	0.5775
DOXORUBICIN	L778123	HCT116	-6.8325000000000005
DOXORUBICIN	LAPATINIB	HCT116	2.76
DOXORUBICIN	MK-2206	HCT116	2.42
DOXORUBICIN	MK-4827	HCT116	-3.7525
DOXORUBICIN	MK-5108	HCT116	-0.1074999999999999
DOXORUBICIN	MK-8669	HCT116	0.62
DOXORUBICIN	MK-8776	HCT116	-0.97
DOXORUBICIN	PD325901	HCT116	-2.005
DOXORUBICIN	SORAFENIB	HCT116	-4.0425
DOXORUBICIN	SUNITINIB	HCT116	-0.4825
DOXORUBICIN	TEMOZOLOMIDE	HCT116	2.9925
DOXORUBICIN	ZOLINZA	HCT116	1.195
ERLOTINIB	ABT-888	HCT116	-2.615
ERLOTINIB	BEZ-235	HCT116	5.4275
ERLOTINIB	BORTEZOMIB	HCT116	-0.7825
ERLOTINIB	DASATINIB	HCT116	1.185
ERLOTINIB	DINACICLIB	HCT116	3.41
ERLOTINIB	GELDANAMYCIN	HCT116	9.835
ERLOTINIB	MK-8669	HCT116	-1.2
ERLOTINIB	MK-8776	HCT116	5.4375
ERLOTINIB	OXALIPLATIN	HCT116	-3.8825
ERLOTINIB	PD325901	HCT116	-3.13
ERLOTINIB	SN-38	HCT116	8.935
ERLOTINIB	SORAFENIB	HCT116	2.0775
ERLOTINIB	TOPOTECAN	HCT116	9.5075
ETOPOSIDE	ABT-888	HCT116	4.02
ETOPOSIDE	AZD1775	HCT116	6.555
ETOPOSIDE	BEZ-235	HCT116	2.0
ETOPOSIDE	BORTEZOMIB	HCT116	1.265
ETOPOSIDE	DASATINIB	HCT116	9.3775
ETOPOSIDE	DINACICLIB	HCT116	1.0549999999999995
ETOPOSIDE	ERLOTINIB	HCT116	9.15
ETOPOSIDE	GELDANAMYCIN	HCT116	2.2625
ETOPOSIDE	LAPATINIB	HCT116	5.575
ETOPOSIDE	MK-2206	HCT116	11.02
ETOPOSIDE	MK-4827	HCT116	6.275
ETOPOSIDE	MK-5108	HCT116	3.5700000000000003
ETOPOSIDE	MK-8669	HCT116	2.640000000000001
ETOPOSIDE	MK-8776	HCT116	1.1775
ETOPOSIDE	PD325901	HCT116	0.1125
ETOPOSIDE	SORAFENIB	HCT116	2.7825
ETOPOSIDE	SUNITINIB	HCT116	5.4475
ETOPOSIDE	TEMOZOLOMIDE	HCT116	4.1025
ETOPOSIDE	ZOLINZA	HCT116	0.425
GELDANAMYCIN	BEZ-235	HCT116	6.195
GELDANAMYCIN	DINACICLIB	HCT116	4.3875
GELDANAMYCIN	MK-8776	HCT116	6.602499999999999
GELDANAMYCIN	OXALIPLATIN	HCT116	10.6125
GELDANAMYCIN	SN-38	HCT116	2.7675
GELDANAMYCIN	SORAFENIB	HCT116	3.0575
GELDANAMYCIN	TOPOTECAN	HCT116	1.7075
GEMCITABINE	ABT-888	HCT116	-3.2425
GEMCITABINE	AZD1775	HCT116	13.5525
GEMCITABINE	BEZ-235	HCT116	5.6
GEMCITABINE	BORTEZOMIB	HCT116	0.085
GEMCITABINE	DASATINIB	HCT116	9.7625
GEMCITABINE	DINACICLIB	HCT116	-2.6425
GEMCITABINE	ERLOTINIB	HCT116	1.2025
GEMCITABINE	GELDANAMYCIN	HCT116	-6.909999999999999
GEMCITABINE	LAPATINIB	HCT116	-5.227499999999999
GEMCITABINE	MK-2206	HCT116	3.585
GEMCITABINE	MK-4827	HCT116	-1.645
GEMCITABINE	MK-5108	HCT116	5.0
GEMCITABINE	MK-8669	HCT116	1.3025000000000002
GEMCITABINE	MK-8776	HCT116	18.335
GEMCITABINE	PD325901	HCT116	0.6924999999999999
GEMCITABINE	SORAFENIB	HCT116	-5.027500000000001
GEMCITABINE	SUNITINIB	HCT116	0.4825
GEMCITABINE	TEMOZOLOMIDE	HCT116	-0.6150000000000002
L778123	ABT-888	HCT116	-8.655000000000001
L778123	AZD1775	HCT116	8.62875
L778123	BEZ-235	HCT116	6.522500000000001
L778123	BORTEZOMIB	HCT116	-3.955
L778123	DASATINIB	HCT116	8.7625
L778123	DINACICLIB	HCT116	-1.875
L778123	ERLOTINIB	HCT116	-1.5225000000000004
L778123	ETOPOSIDE	HCT116	-4.535
L778123	GELDANAMYCIN	HCT116	4.8475
L778123	GEMCITABINE	HCT116	-1.065
L778123	LAPATINIB	HCT116	-7.302499999999999
L778123	MK-2206	HCT116	1.14
L778123	MK-4827	HCT116	-2.845
L778123	MK-5108	HCT116	-0.9825
L778123	MK-8669	HCT116	2.6875
L778123	MK-8776	HCT116	-4.74
L778123	OXALIPLATIN	HCT116	5.3825
L778123	PD325901	HCT116	5.0075
L778123	SN-38	HCT116	-10.2925
L778123	SORAFENIB	HCT116	3.765
L778123	SUNITINIB	HCT116	11.255
L778123	TEMOZOLOMIDE	HCT116	-8.68
L778123	TOPOTECAN	HCT116	9.1
L778123	VINORELBINE	HCT116	4.43
L778123	ZOLINZA	HCT116	0.5875
LAPATINIB	ABT-888	HCT116	-2.9325
LAPATINIB	BEZ-235	HCT116	-6.2700000000000005
LAPATINIB	BORTEZOMIB	HCT116	-0.605
LAPATINIB	DASATINIB	HCT116	-0.695
LAPATINIB	DINACICLIB	HCT116	1.5475
LAPATINIB	ERLOTINIB	HCT116	-5.3775
LAPATINIB	GELDANAMYCIN	HCT116	3.005
LAPATINIB	MK-2206	HCT116	0.7024999999999999
LAPATINIB	MK-4827	HCT116	3.0875000000000004
LAPATINIB	MK-5108	HCT116	-0.9550000000000002
LAPATINIB	MK-8669	HCT116	-2.1625
LAPATINIB	MK-8776	HCT116	-1.1974999999999998
LAPATINIB	OXALIPLATIN	HCT116	-4.8225
LAPATINIB	PD325901	HCT116	-7.84
LAPATINIB	SN-38	HCT116	5.82
LAPATINIB	SORAFENIB	HCT116	4.970000000000001
LAPATINIB	TOPOTECAN	HCT116	-1.6825
METFORMIN	ABT-888	HCT116	-1.0025
METFORMIN	AZD1775	HCT116	-1.6625
METFORMIN	BEZ-235	HCT116	-1.8175
METFORMIN	BORTEZOMIB	HCT116	-0.6699999999999999
METFORMIN	DASATINIB	HCT116	2.575
METFORMIN	DINACICLIB	HCT116	0.3299999999999999
METFORMIN	ERLOTINIB	HCT116	-3.9225
METFORMIN	GELDANAMYCIN	HCT116	-0.555
METFORMIN	L778123	HCT116	-9.585
METFORMIN	LAPATINIB	HCT116	-2.4475
METFORMIN	MK-2206	HCT116	-0.8325
METFORMIN	MK-4827	HCT116	1.68
METFORMIN	MK-5108	HCT116	-0.91
METFORMIN	MK-8669	HCT116	0.4775
METFORMIN	MK-8776	HCT116	-2.45
METFORMIN	PD325901	HCT116	-4.7525
METFORMIN	SORAFENIB	HCT116	2.7125
METFORMIN	SUNITINIB	HCT116	5.3225
METFORMIN	TEMOZOLOMIDE	HCT116	3.505
METFORMIN	ZOLINZA	HCT116	1.5525
METHOTREXATE	ABT-888	HCT116	-4.7225
METHOTREXATE	AZD1775	HCT116	-3.0775
METHOTREXATE	BEZ-235	HCT116	-7.0425
METHOTREXATE	BORTEZOMIB	HCT116	-2.4
METHOTREXATE	DASATINIB	HCT116	-4.5825
METHOTREXATE	DINACICLIB	HCT116	-4.6575
METHOTREXATE	ERLOTINIB	HCT116	-1.865
METHOTREXATE	GELDANAMYCIN	HCT116	-6.435
METHOTREXATE	L778123	HCT116	-5.8975
METHOTREXATE	LAPATINIB	HCT116	-3.88
METHOTREXATE	MK-2206	HCT116	-1.1349999999999998
METHOTREXATE	MK-4827	HCT116	-5.42
METHOTREXATE	MK-5108	HCT116	-4.8475
METHOTREXATE	MK-8669	HCT116	-2.9225000000000003
METHOTREXATE	MK-8776	HCT116	-4.7875
METHOTREXATE	PD325901	HCT116	-5.455
METHOTREXATE	SORAFENIB	HCT116	-3.86
METHOTREXATE	SUNITINIB	HCT116	-4.9625
METHOTREXATE	TEMOZOLOMIDE	HCT116	-4.0375
METHOTREXATE	ZOLINZA	HCT116	-5.5475
MITOMYCINE	ABT-888	HCT116	5.6775
MITOMYCINE	AZD1775	HCT116	5.895
MITOMYCINE	BEZ-235	HCT116	3.245
MITOMYCINE	BORTEZOMIB	HCT116	1.5699999999999998
MITOMYCINE	DASATINIB	HCT116	8.790000000000001
MITOMYCINE	DINACICLIB	HCT116	3.19
MITOMYCINE	ERLOTINIB	HCT116	-11.1475
MITOMYCINE	GELDANAMYCIN	HCT116	0.055
MITOMYCINE	L778123	HCT116	-14.515
MITOMYCINE	LAPATINIB	HCT116	1.315
MITOMYCINE	MK-2206	HCT116	3.645
MITOMYCINE	MK-4827	HCT116	1.225
MITOMYCINE	MK-5108	HCT116	-3.6075
MITOMYCINE	MK-8669	HCT116	3.0275
MITOMYCINE	MK-8776	HCT116	4.32
MITOMYCINE	PD325901	HCT116	-1.175
MITOMYCINE	SORAFENIB	HCT116	-9.9025
MITOMYCINE	SUNITINIB	HCT116	3.32
MITOMYCINE	TEMOZOLOMIDE	HCT116	3.6775
MITOMYCINE	ZOLINZA	HCT116	-0.155
MK-2206	ABT-888	HCT116	-1.9375
MK-2206	BEZ-235	HCT116	7.1625
MK-2206	BORTEZOMIB	HCT116	0.37
MK-2206	DASATINIB	HCT116	10.5325
MK-2206	DINACICLIB	HCT116	1.35
MK-2206	ERLOTINIB	HCT116	1.7975
MK-2206	GELDANAMYCIN	HCT116	5.779999999999999
MK-2206	MK-8669	HCT116	1.58875
MK-2206	MK-8776	HCT116	-0.3775
MK-2206	OXALIPLATIN	HCT116	-0.2674999999999999
MK-2206	PD325901	HCT116	7.817499999999999
MK-2206	SN-38	HCT116	1.0225
MK-2206	SORAFENIB	HCT116	10.215
MK-2206	TOPOTECAN	HCT116	10.96
MK-4541	5-FU	HCT116	-1.0225
MK-4541	ABT-888	HCT116	-0.445
MK-4541	AZD1775	HCT116	-6.01
MK-4541	BEZ-235	HCT116	-5.0525
MK-4541	BORTEZOMIB	HCT116	0.27
MK-4541	CARBOPLATIN	HCT116	-1.9925
MK-4541	CYCLOPHOSPHAMIDE	HCT116	-1.18
MK-4541	DASATINIB	HCT116	0.3325
MK-4541	DEXAMETHASONE	HCT116	-2.3825
MK-4541	DINACICLIB	HCT116	-0.5225
MK-4541	DOXORUBICIN	HCT116	5.1925
MK-4541	ERLOTINIB	HCT116	-3.385
MK-4541	ETOPOSIDE	HCT116	1.6725
MK-4541	GELDANAMYCIN	HCT116	1.1525
MK-4541	GEMCITABINE	HCT116	-0.03
MK-4541	L778123	HCT116	-8.5125
MK-4541	LAPATINIB	HCT116	-3.3925
MK-4541	METFORMIN	HCT116	-2.2700000000000005
MK-4541	METHOTREXATE	HCT116	-5.055
MK-4541	MITOMYCINE	HCT116	-0.5275
MK-4541	MK-2206	HCT116	-3.2
MK-4541	MK-4827	HCT116	0.9575
MK-4541	MK-5108	HCT116	0.245
MK-4541	MK-8669	HCT116	-2.0625
MK-4541	MK-8776	HCT116	-3.425
MK-4541	MRK-003	HCT116	-0.6325000000000001
MK-4541	OXALIPLATIN	HCT116	2.125
MK-4541	PACLITAXEL	HCT116	-0.5149999999999999
MK-4541	PD325901	HCT116	-6.0625
MK-4541	SN-38	HCT116	-5.8
MK-4541	SORAFENIB	HCT116	1.3425
MK-4541	SUNITINIB	HCT116	2.44
MK-4541	TEMOZOLOMIDE	HCT116	-0.53
MK-4541	TOPOTECAN	HCT116	3.8425
MK-4541	VINBLASTINE	HCT116	-5.495
MK-4541	VINORELBINE	HCT116	1.27
MK-4541	ZOLINZA	HCT116	1.7075
MK-4827	ABT-888	HCT116	-1.4275
MK-4827	BEZ-235	HCT116	1.4225
MK-4827	BORTEZOMIB	HCT116	1.6224999999999998
MK-4827	DASATINIB	HCT116	6.545
MK-4827	DINACICLIB	HCT116	0.7725
MK-4827	ERLOTINIB	HCT116	-0.0849999999999999
MK-4827	GELDANAMYCIN	HCT116	3.41
MK-4827	MK-2206	HCT116	2.9575
MK-4827	MK-8669	HCT116	1.0225
MK-4827	MK-8776	HCT116	5.188750000000001
MK-4827	OXALIPLATIN	HCT116	10.8475
MK-4827	PD325901	HCT116	-2.14
MK-4827	SN-38	HCT116	11.73375
MK-4827	SORAFENIB	HCT116	0.3425
MK-4827	TOPOTECAN	HCT116	11.0825
MK-5108	ABT-888	HCT116	5.735
MK-5108	BEZ-235	HCT116	5.947500000000001
MK-5108	BORTEZOMIB	HCT116	-0.605
MK-5108	DASATINIB	HCT116	9.29
MK-5108	DINACICLIB	HCT116	-0.17
MK-5108	ERLOTINIB	HCT116	6.3575
MK-5108	GELDANAMYCIN	HCT116	1.7875
MK-5108	MK-2206	HCT116	6.6875
MK-5108	MK-4827	HCT116	2.9775
MK-5108	MK-8669	HCT116	2.9625
MK-5108	MK-8776	HCT116	1.405
MK-5108	OXALIPLATIN	HCT116	8.605
MK-5108	PD325901	HCT116	9.4275
MK-5108	SN-38	HCT116	-3.8725
MK-5108	SORAFENIB	HCT116	6.065
MK-5108	TOPOTECAN	HCT116	8.48
MK-8669	BEZ-235	HCT116	5.0575
MK-8669	DINACICLIB	HCT116	1.28
MK-8669	GELDANAMYCIN	HCT116	1.38
MK-8669	MK-8776	HCT116	-2.68
MK-8669	OXALIPLATIN	HCT116	2.0850000000000004
MK-8669	SN-38	HCT116	-5.73
MK-8669	SORAFENIB	HCT116	5.365
MK-8669	TOPOTECAN	HCT116	3.4550000000000005
MRK-003	5-FU	HCT116	1.7975
MRK-003	ABT-888	HCT116	-0.4124999999999998
MRK-003	AZD1775	HCT116	1.7274999999999998
MRK-003	BEZ-235	HCT116	1.09
MRK-003	BORTEZOMIB	HCT116	0.345
MRK-003	CARBOPLATIN	HCT116	-3.71
MRK-003	CYCLOPHOSPHAMIDE	HCT116	0.2375
MRK-003	DASATINIB	HCT116	5.2225
MRK-003	DEXAMETHASONE	HCT116	-1.605
MRK-003	DINACICLIB	HCT116	-1.47
