drugname1	drugname2	cell_line	zip	bliss	loewe	hsa
CYCLOPHOSPHAMIDE	SUNITINIB	DLD1	6.815	9.3275	10.3873042599	8.587499999999999
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	DLD1	3.09	1.7474999999999998	-1.7202423641999998	-1.585
CYCLOPHOSPHAMIDE	ZOLINZA	DLD1	3.7525	5.8425	8.1097271408	5.065
DASATINIB	ABT-888	DLD1	1.1225	2.19	5.496575956699999	1.925
DASATINIB	BEZ-235	DLD1	7.0275	6.425000000000001	46.9917207744	12.965
DASATINIB	DINACICLIB	DLD1	5.6375	5.7925	22.2949021143	8.56
DASATINIB	GELDANAMYCIN	DLD1	2.1325	0.0975	21.2472535153	5.9
DASATINIB	MK-8669	DLD1	7.6025	8.855	37.9289296286	13.145
DASATINIB	MK-8776	DLD1	5.1275	8.334999999999999	24.0071462108	11.26
DASATINIB	OXALIPLATIN	DLD1	-7.927500000000001	-7.779999999999999	-11.9345136878	-2.8925
DASATINIB	SN-38	DLD1	3.52	6.095000000000001	18.8463368758	9.2325
DASATINIB	SORAFENIB	DLD1	8.6425	7.4775	21.4864698925	13.3275
DASATINIB	TOPOTECAN	DLD1	-2.425	-3.9025000000000007	-0.4198678226	2.3125
DEXAMETHASONE	ABT-888	DLD1	0.76	1.715	0.6415587457	0.5225
DEXAMETHASONE	AZD1775	DLD1	5.390000000000001	8.2675	3.9952509661	7.2075
DEXAMETHASONE	BEZ-235	DLD1	3.8225	3.6075	9.6569383932	2.9625
DEXAMETHASONE	BORTEZOMIB	DLD1	2.32	1.4625	11.6771234999	0.8275000000000001
DEXAMETHASONE	DASATINIB	DLD1	3.1325	4.5875	6.0358338822	3.7075
DEXAMETHASONE	DINACICLIB	DLD1	2.9475	3.7975	3.465605422	2.54
DEXAMETHASONE	ERLOTINIB	DLD1	2.0250000000000004	3.0275	6.355137572	2.1875
DEXAMETHASONE	GELDANAMYCIN	DLD1	2.2875	1.5375	6.642542504600001	0.7775000000000001
DEXAMETHASONE	L778123	DLD1	-4.415	1.85	2.8259530604000003	0.835
DEXAMETHASONE	LAPATINIB	DLD1	-0.92	4.595000000000001	6.431139018	3.5825
DEXAMETHASONE	MK-2206	DLD1	12.7575	17.975	17.7100716888	16.8925
DEXAMETHASONE	MK-4827	DLD1	-2.1175	1.8275	2.2917458234	0.74
DEXAMETHASONE	MK-5108	DLD1	4.365	10.4675	8.0075263795	9.38
DEXAMETHASONE	MK-8669	DLD1	10.1425	13.517500000000002	12.7036994127	12.4775
DEXAMETHASONE	MK-8776	DLD1	2.265	6.532500000000001	4.4640253984	5.282500000000001
DEXAMETHASONE	PD325901	DLD1	0.4049999999999999	4.9225	6.267611078200001	3.8425
DEXAMETHASONE	SORAFENIB	DLD1	12.095	13.005000000000004	14.050088875	12.2925
DEXAMETHASONE	SUNITINIB	DLD1	13.9475	13.4125	12.5136608792	12.565
DEXAMETHASONE	TEMOZOLOMIDE	DLD1	3.0375000000000005	1.5450000000000002	-5.8566899566	-1.7999999999999998
DEXAMETHASONE	ZOLINZA	DLD1	12.2875	14.4575	13.7744314854	13.575000000000005
DINACICLIB	MK-8776	DLD1	4.430000000000001	7.475	16.2659589699	8.1875
DOXORUBICIN	ABT-888	DLD1	-0.63	-2.3975	-3.3631307466000004	-2.6175
DOXORUBICIN	AZD1775	DLD1	-6.17	-5.5125	-3.8780919903	-0.2424999999999999
DOXORUBICIN	BEZ-235	DLD1	-1.5175	-2.98	8.4670352827	5.2475000000000005
DOXORUBICIN	BORTEZOMIB	DLD1	0.3949999999999999	-1.5199999999999998	-0.0597561923	-0.3774999999999999
DOXORUBICIN	DASATINIB	DLD1	0.7324999999999999	1.1175000000000002	11.1753124756	8.1375
DOXORUBICIN	DINACICLIB	DLD1	3.1	2.2275	-1.5262609682	5.5975
DOXORUBICIN	ERLOTINIB	DLD1	-5.2875	-7.215	-12.6045796785	-0.815
DOXORUBICIN	GELDANAMYCIN	DLD1	-5.6775	-7.81	-7.332897019600001	-0.5999999999999999
DOXORUBICIN	L778123	DLD1	-9.9025	-14.56	-11.1113185883	-8.7175
DOXORUBICIN	LAPATINIB	DLD1	2.3675	2.325	18.107524792	7.860000000000001
DOXORUBICIN	MK-2206	DLD1	0.6575	0.38	8.6681614775	4.35
DOXORUBICIN	MK-4827	DLD1	-5.665000000000001	-8.842500000000001	-11.7308111943	-5.5025
DOXORUBICIN	MK-5108	DLD1	1.91	0.9925	9.757392478	4.605
DOXORUBICIN	MK-8669	DLD1	-1.5475000000000003	-1.1975	6.107880685	3.475
DOXORUBICIN	MK-8776	DLD1	2.8275	2.22	13.7336154184	5.4075
DOXORUBICIN	PD325901	DLD1	-3.7399999999999993	-5.799999999999999	-1.0919187518	-1.87
DOXORUBICIN	SORAFENIB	DLD1	-0.7375000000000002	-2.85	-6.0503325376	3.9675
DOXORUBICIN	SUNITINIB	DLD1	-7.1725	-9.315	-7.5411546946	-1.415
DOXORUBICIN	TEMOZOLOMIDE	DLD1	3.105	0.9875	-1.5215097465	-1.0775
DOXORUBICIN	ZOLINZA	DLD1	3.045	1.52	1.520443662	4.8325
ERLOTINIB	ABT-888	DLD1	1.545	2.4075	3.2690548245	2.1575
ERLOTINIB	BEZ-235	DLD1	8.227500000000001	7.574999999999999	41.9486174549	13.884999999999998
ERLOTINIB	BORTEZOMIB	DLD1	1.67	0.8600000000000001	5.5694017101	1.77
ERLOTINIB	DASATINIB	DLD1	15.925	15.93	68.432847412	21.395
ERLOTINIB	DINACICLIB	DLD1	8.5075	7.8025	25.7207845036	10.3825
ERLOTINIB	GELDANAMYCIN	DLD1	5.9125	4.91	31.6796519915	10.0025
ERLOTINIB	MK-8669	DLD1	7.9475	10.715	44.7920938529	14.4475
ERLOTINIB	MK-8776	DLD1	1.535	4.285	12.7606620289	6.9425
ERLOTINIB	OXALIPLATIN	DLD1	-6.29	-5.855	-10.5232540465	-1.6150000000000002
ERLOTINIB	PD325901	DLD1	8.102500000000001	9.3475	39.5172050048	13.0575
ERLOTINIB	SN-38	DLD1	7.85	8.562500000000002	24.1148223606	11.48
ERLOTINIB	SORAFENIB	DLD1	8.457500000000001	8.2975	12.7227388468	13.5875
ERLOTINIB	TOPOTECAN	DLD1	4.255	3.4875000000000003	18.3100031406	9.7575
ETOPOSIDE	ABT-888	DLD1	1.0025	-0.01	0.1209413644	-0.2725000000000002
ETOPOSIDE	AZD1775	DLD1	-5.6825	-3.4325	-4.2943812742	0.6225
ETOPOSIDE	BEZ-235	DLD1	-4.3525	-5.25	-1.1435995007	0.9075
ETOPOSIDE	BORTEZOMIB	DLD1	0.9625	0.1024999999999999	5.8792093822	0.9075
ETOPOSIDE	DASATINIB	DLD1	2.825	3.335	15.3579378544	8.815000000000001
ETOPOSIDE	DINACICLIB	DLD1	2.175	2.35	-0.6346191015	5.0175
ETOPOSIDE	ERLOTINIB	DLD1	3.6375	3.1225	14.717479863	7.8675
ETOPOSIDE	GELDANAMYCIN	DLD1	-2.1925	-3.7175	4.735666145400001	1.5475
ETOPOSIDE	LAPATINIB	DLD1	8.9	9.685	40.6171945764	13.805
ETOPOSIDE	MK-2206	DLD1	-1.235	3.1325000000000003	16.1937068605	6.0225
ETOPOSIDE	MK-4827	DLD1	-4.11	-1.1025	-1.1780718295	1.505
ETOPOSIDE	MK-5108	DLD1	2.225	2.645	13.7178282197	5.2425
ETOPOSIDE	MK-8669	DLD1	-4.7925	-3.4075	-0.3527436182	-0.085
ETOPOSIDE	MK-8776	DLD1	3.285	4.7675	14.0373456974	6.8875
ETOPOSIDE	PD325901	DLD1	-1.2699999999999998	-1.125	7.131869307200001	1.565
ETOPOSIDE	SORAFENIB	DLD1	5.835	6.13	8.137589783400001	11.15
ETOPOSIDE	SUNITINIB	DLD1	-4.9775	-5.4675	-4.7368417538	0.5025000000000001
ETOPOSIDE	TEMOZOLOMIDE	DLD1	3.6775	2.8175000000000003	-4.8221383669	0.33
ETOPOSIDE	ZOLINZA	DLD1	4.32	4.1375	7.501787113300001	6.5875
GELDANAMYCIN	BEZ-235	DLD1	1.1975	0.185	24.2663104267	7.195
GELDANAMYCIN	DINACICLIB	DLD1	3.0275	1.7374999999999998	7.151741810599999	4.24
GELDANAMYCIN	MK-8776	DLD1	3.1475	4.4075	16.6854973506	6.49
GELDANAMYCIN	OXALIPLATIN	DLD1	0.1525	-1.785	2.7452712277	2.6075
GELDANAMYCIN	SN-38	DLD1	3.505	4.31	15.650677748800002	6.54
GELDANAMYCIN	SORAFENIB	DLD1	7.75	7.395	13.5123459181	12.655
GELDANAMYCIN	TOPOTECAN	DLD1	1.2925	-0.8275	17.7223041492	6.302499999999999
GEMCITABINE	ABT-888	DLD1	-2.9825	-6.8025	-3.4211094986000004	-7.029999999999999
GEMCITABINE	AZD1775	DLD1	17.947499999999998	15.785	21.202938284	19.3475
GEMCITABINE	BEZ-235	DLD1	0.005	-0.2899999999999999	8.5572272858	6.78
GEMCITABINE	BORTEZOMIB	DLD1	2.7675	2.195	0.5557534413	3.18
GEMCITABINE	DASATINIB	DLD1	1.7225	0.7675	6.5117838323	6.3875
GEMCITABINE	DINACICLIB	DLD1	1.41	1.6650000000000005	-4.1810668005	4.12
GEMCITABINE	ERLOTINIB	DLD1	3.1325	2.9450000000000003	5.7823405698000006	8.002500000000001
GEMCITABINE	GELDANAMYCIN	DLD1	-1.785	-3.2325	3.9642059782	3.2275
GEMCITABINE	LAPATINIB	DLD1	-4.1175	-3.595	6.2790146213	0.2750000000000001
GEMCITABINE	MK-2206	DLD1	4.2725	3.725	12.9572757919	6.355
GEMCITABINE	MK-4827	DLD1	-2.2875	-1.5749999999999995	3.8665208497	0.7525
GEMCITABINE	MK-5108	DLD1	6.02	6.234999999999999	13.1221167993	8.95
GEMCITABINE	MK-8669	DLD1	2.83	2.7775000000000003	12.4767620369	5.734999999999999
GEMCITABINE	MK-8776	DLD1	30.4675	28.465	44.7818137551	30.545
GEMCITABINE	PD325901	DLD1	10.49	9.9775	22.7415010017	13.037499999999998
GEMCITABINE	SORAFENIB	DLD1	3.3075	2.8575	-0.5854110629	7.960000000000001
GEMCITABINE	SUNITINIB	DLD1	-3.05	-4.2875	-1.4723776619	1.98
GEMCITABINE	TEMOZOLOMIDE	DLD1	3.93	1.6725	3.8169771284	-0.5099999999999999
L778123	ABT-888	DLD1	-4.9725	1.52	2.9690566986	1.215
L778123	AZD1775	DLD1	3.6575	7.887500000000001	11.66519628	12.9175
L778123	BEZ-235	DLD1	4.715	5.33	24.7089746828	10.21
L778123	BORTEZOMIB	DLD1	-1.9675	0.255	4.7303107358	0.955
L778123	DASATINIB	DLD1	-2.225	2.6875	15.1499779817	8.1875
L778123	DINACICLIB	DLD1	0.0149999999999999	2.3025	7.6380885906	4.3325
L778123	ERLOTINIB	DLD1	-1.255	1.77	10.6633849823	6.702500000000001
L778123	ETOPOSIDE	DLD1	-10.4575	-7.905	-7.2721594711	-3.8275
L778123	GELDANAMYCIN	DLD1	4.1925	5.862500000000001	22.5797631731	9.9225
L778123	GEMCITABINE	DLD1	0.435	0.3999999999999999	6.9992649078	4.32
L778123	LAPATINIB	DLD1	-2.0375	2.9425	11.3663202295	9.2075
L778123	MK-2206	DLD1	3.85	8.205	20.0904388468	12.685
L778123	MK-4827	DLD1	-7.57	0.5150000000000001	5.312158509700001	4.555
L778123	MK-5108	DLD1	-5.1275	2.1075	8.3915285435	6.9975000000000005
L778123	MK-8669	DLD1	8.78	11.7575	28.4861835067	16.845
L778123	MK-8776	DLD1	-5.5125	-1.1825	2.2173860147	2.5775
L778123	OXALIPLATIN	DLD1	-5.2825	0.2574999999999999	5.8054306136000005	5.0475
L778123	PD325901	DLD1	-2.5025000000000004	4.45	14.6089702324	9.905
L778123	SN-38	DLD1	-6.73	-1.2075	1.9602160212	2.9425
L778123	SORAFENIB	DLD1	6.2475	9.05	10.9045214513	14.79
L778123	SUNITINIB	DLD1	6.0975	6.92	10.251085229	12.19
L778123	TEMOZOLOMIDE	DLD1	-3.0825	3.2775	2.5445732429	0.3875000000000002
L778123	TOPOTECAN	DLD1	3.890000000000001	4.135	11.889647362	8.5075
L778123	VINORELBINE	DLD1	-2.4975	1.2875	4.584090627	3.6175
L778123	ZOLINZA	DLD1	-0.6000000000000001	1.5775	5.7535883237	4.540000000000001
LAPATINIB	ABT-888	DLD1	-3.74	-1.4049999999999998	-3.2516679293	-1.7075
LAPATINIB	BEZ-235	DLD1	5.715000000000001	6.05	39.6543515006	10.97
LAPATINIB	BORTEZOMIB	DLD1	2.665	4.3375	28.2304322279	5.04
LAPATINIB	DASATINIB	DLD1	16.68	16.3475	66.0717803314	21.7125
LAPATINIB	DINACICLIB	DLD1	9.8	12.2825	43.8706632244	14.34
LAPATINIB	ERLOTINIB	DLD1	2.1049999999999995	4.145	19.9833909358	8.9875
LAPATINIB	GELDANAMYCIN	DLD1	8.415	7.795	47.5732612328	11.7475
LAPATINIB	MK-2206	DLD1	14.655	17.355	50.8072172218	21.455
LAPATINIB	MK-4827	DLD1	-2.4475	0.4949999999999999	1.6566049884	4.2075
LAPATINIB	MK-5108	DLD1	-2.1725000000000003	5.0	12.9376198697	9.63
LAPATINIB	MK-8669	DLD1	12.655	15.505	54.6976637092	19.9425
LAPATINIB	MK-8776	DLD1	0.4899999999999997	6.404999999999999	13.4629462649	9.715
LAPATINIB	OXALIPLATIN	DLD1	-9.9825	-5.9175	-2.5941243338	-1.2475
LAPATINIB	PD325901	DLD1	10.0	13.5225	46.6026397666	18.6025
LAPATINIB	SN-38	DLD1	6.845	10.785	25.0300403104	14.605
LAPATINIB	SORAFENIB	DLD1	13.1475	14.655	28.1898626233	20.015
LAPATINIB	TOPOTECAN	DLD1	2.955	1.58	15.3246889156	5.98
METFORMIN	ABT-888	DLD1	1.15	1.025	-2.18121588	-0.77
METFORMIN	AZD1775	DLD1	2.6225	5.515	3.6450155567	3.9825
METFORMIN	BEZ-235	DLD1	5.1775	3.8525	8.629746298099999	2.8625
METFORMIN	BORTEZOMIB	DLD1	1.8425	1.895	7.1889792353	0.975
METFORMIN	DASATINIB	DLD1	3.9125	4.477499999999999	5.904055324700001	3.1275
METFORMIN	DINACICLIB	DLD1	4.535	4.7225	5.9588191474	3.1875
METFORMIN	ERLOTINIB	DLD1	3.41	4.155	7.6095571044	2.8675
METFORMIN	GELDANAMYCIN	DLD1	2.5975	0.4225	0.4428273164	-0.74
METFORMIN	L778123	DLD1	-2.635	5.5225	5.6616899711	3.9575
METFORMIN	LAPATINIB	DLD1	-2.08	2.4825	1.851012792	0.9225
METFORMIN	MK-2206	DLD1	-1.7725	3.27	3.5261017412	1.65
METFORMIN	MK-4827	DLD1	0.035	2.2125	0.7163407262999999	0.5475000000000001
METFORMIN	MK-5108	DLD1	-0.64	3.3999999999999995	3.1661881673	1.73
METFORMIN	MK-8669	DLD1	-1.085	4.140000000000001	6.960543189299999	2.54
METFORMIN	MK-8776	DLD1	-2.1425	0.3775000000000001	0.2752285868	-1.3149999999999995
METFORMIN	PD325901	DLD1	0.0649999999999999	1.7225	0.5274362124	0.0624999999999998
METFORMIN	SORAFENIB	DLD1	9.025	10.44	11.3966822521	9.35
METFORMIN	SUNITINIB	DLD1	3.64	2.9825	5.519990981	1.685
METFORMIN	TEMOZOLOMIDE	DLD1	4.3575	2.4275	-4.4165789226	-0.9375
METFORMIN	ZOLINZA	DLD1	4.4475	4.4975	7.1516847745000005	3.1375
METHOTREXATE	ABT-888	DLD1	0.5150000000000001	-1.7824999999999998	4.7505022524000005	-1.975
METHOTREXATE	AZD1775	DLD1	-4.655	-5.4275	-3.3378131798000004	-3.4875
METHOTREXATE	BEZ-235	DLD1	-4.09	-8.0575	-16.9202632015	-3.975000000000001
METHOTREXATE	BORTEZOMIB	DLD1	0.8825000000000001	-0.0449999999999999	-7.4443640804	0.9725
METHOTREXATE	DASATINIB	DLD1	-3.2975000000000003	-5.1775	-7.3246253334	-2.41
METHOTREXATE	DINACICLIB	DLD1	8.82	7.765000000000001	12.2109058007	9.2325
METHOTREXATE	ERLOTINIB	DLD1	-1.565	-3.465	-7.8277843589	-0.4325
METHOTREXATE	GELDANAMYCIN	DLD1	-1.6575	-4.0975	-5.3382997079	-0.9175
METHOTREXATE	L778123	DLD1	-2.9225000000000003	-2.01	4.1349554236	0.4075
METHOTREXATE	LAPATINIB	DLD1	-3.265	-4.285	2.7855751643	-1.8600000000000003
METHOTREXATE	MK-2206	DLD1	-1.3199999999999998	-0.9375	3.8102450819	0.5924999999999998
METHOTREXATE	MK-4827	DLD1	-2.535	-3.3725	3.5928835161	-1.575
METHOTREXATE	MK-5108	DLD1	-2.17	-5.41	-2.6004967958000003	-3.41
METHOTREXATE	MK-8669	DLD1	-3.225	-5.315	-2.6065509335	-3.6325
METHOTREXATE	MK-8776	DLD1	-1.3725	-1.8775	3.0063342064	-0.6699999999999999
METHOTREXATE	PD325901	DLD1	-2.4125	-3.5074999999999994	4.2283194727	-1.3950000000000002
METHOTREXATE	SORAFENIB	DLD1	6.547499999999999	6.33	-1.5305258469	9.3475
METHOTREXATE	SUNITINIB	DLD1	-3.7425	-8.06	-10.3117504024	-4.8575
METHOTREXATE	TEMOZOLOMIDE	DLD1	-0.025	-3.5675	-3.9898852148	-5.4025
METHOTREXATE	ZOLINZA	DLD1	-3.4375000000000004	-7.8975	-25.2435109515	-5.6525
MITOMYCINE	ABT-888	DLD1	8.675	6.3225	4.2352204932	5.3525
MITOMYCINE	AZD1775	DLD1	-1.88	-0.4624999999999999	1.0158573561	3.02
MITOMYCINE	BEZ-235	DLD1	-2.825	-4.3375	0.5436576586	1.7225
MITOMYCINE	BORTEZOMIB	DLD1	1.3475	-0.0825	3.9466940336	0.35
MITOMYCINE	DASATINIB	DLD1	3.08	2.23	14.0571057033	7.16
MITOMYCINE	DINACICLIB	DLD1	2.1	1.4975	-5.3701971678	3.71
MITOMYCINE	ERLOTINIB	DLD1	-5.26	-7.3375	-21.7534836967	-3.0275
MITOMYCINE	GELDANAMYCIN	DLD1	2.5900000000000007	0.3725000000000001	8.6422270513	5.5125
MITOMYCINE	L778123	DLD1	-13.625	-13.9575	-13.4444167267	-10.44
MITOMYCINE	LAPATINIB	DLD1	-0.2474999999999999	1.525	11.3279951273	5.0600000000000005
MITOMYCINE	MK-2206	DLD1	-1.8425	1.1225	4.6954676273	3.2825
MITOMYCINE	MK-4827	DLD1	-3.7725	-3.4450000000000003	-3.7016125226	-1.815
MITOMYCINE	MK-5108	DLD1	-7.045	-8.3225	-10.629191883	-6.37
MITOMYCINE	MK-8669	DLD1	-0.8725000000000002	0.5374999999999998	9.3943511725	3.0225
MITOMYCINE	MK-8776	DLD1	4.98	5.782500000000001	9.5396975745	7.3025
MITOMYCINE	PD325901	DLD1	4.1625	5.86	18.1994405577	8.122499999999999
MITOMYCINE	SORAFENIB	DLD1	-1.77	-7.115	-5.9506631311	-2.165
MITOMYCINE	SUNITINIB	DLD1	-1.5	-2.4725	-1.2473051224	3.3175
MITOMYCINE	TEMOZOLOMIDE	DLD1	2.5625	1.2925	-7.6239819981	-1.2075
MITOMYCINE	ZOLINZA	DLD1	-2.2425	-3.43	-14.0048698606	-1.5575
MK-2206	ABT-888	DLD1	-3.1725000000000003	4.91	7.261483536799999	4.525
MK-2206	BEZ-235	DLD1	7.0275	6.205	39.7773831852	9.605
MK-2206	BORTEZOMIB	DLD1	-0.835	-0.5574999999999999	8.3583200875	-0.1749999999999999
MK-2206	DASATINIB	DLD1	11.445	13.21	53.1937308799	17.05
MK-2206	DINACICLIB	DLD1	2.74	3.6925	16.131894063	4.94
MK-2206	ERLOTINIB	DLD1	13.9325	14.5	55.2497474756	17.862499999999997
MK-2206	GELDANAMYCIN	DLD1	1.5025	2.4925	18.9034504644	5.3100000000000005
MK-2206	MK-8669	DLD1	9.6225	11.7825	41.2570367578	15.152499999999998
MK-2206	MK-8776	DLD1	-1.5725	3.5825	4.8018479657	5.827499999999999
MK-2206	OXALIPLATIN	DLD1	-9.3	-7.77	-5.4606707064	-4.595000000000001
MK-2206	PD325901	DLD1	7.355	10.3625	36.7290452266	13.555
MK-2206	SN-38	DLD1	-0.9474999999999998	7.2775	15.0983262449	9.895
MK-2206	SORAFENIB	DLD1	12.4225	14.7175	26.7702748266	18.515
MK-2206	TOPOTECAN	DLD1	2.48	2.2325	9.2211105099	5.257499999999999
MK-4541	5-FU	DLD1	0.485	1.865	3.6531172392	4.1850000000000005
MK-4541	ABT-888	DLD1	-1.415	1.5549999999999995	1.5952405169	1.2199999999999998
MK-4541	AZD1775	DLD1	-2.7775	1.4225	3.7632622284	3.1275
MK-4541	BEZ-235	DLD1	1.975	0.8775	12.778262282	2.6025
MK-4541	BORTEZOMIB	DLD1	1.5724999999999998	2.565	17.5955707546	2.8575000000000004
MK-4541	CARBOPLATIN	DLD1	-4.17	0.1275	-4.3166985286	-0.9175
MK-4541	CYCLOPHOSPHAMIDE	DLD1	0.8500000000000001	4.8025	3.7511977229	3.8225
MK-4541	DASATINIB	DLD1	-1.3675	-1.3275	1.8241609928	0.8374999999999999
MK-4541	DEXAMETHASONE	DLD1	14.095	16.935	25.4810431159	15.82
MK-4541	DINACICLIB	DLD1	-1.2574999999999998	-0.8474999999999999	-0.4994140374	-0.4975
MK-4541	DOXORUBICIN	DLD1	0.0175000000000002	-0.3049999999999999	3.7045281317	1.7674999999999998
MK-4541	ERLOTINIB	DLD1	-0.36	0.8775000000000001	10.6291412845	2.8600000000000003
MK-4541	ETOPOSIDE	DLD1	1.715	2.5	10.9054337916	4.2125
MK-4541	GELDANAMYCIN	DLD1	3.5600000000000005	4.36	13.7889887869	5.895
MK-4541	GEMCITABINE	DLD1	-2.9025	-3.4925	2.0865127902	-1.8475
MK-4541	L778123	DLD1	-5.427499999999999	3.3625000000000003	8.9538121392	6.130000000000001
MK-4541	LAPATINIB	DLD1	-0.7425000000000002	4.1375	13.7164152116	6.76
MK-4541	METFORMIN	DLD1	-0.8775	0.8600000000000001	-1.6244516353999998	-0.855
MK-4541	METHOTREXATE	DLD1	-1.51	-4.47	1.4187627451	-3.31
MK-4541	MITOMYCINE	DLD1	-0.1575000000000002	-1.49	-9.473183759	-0.7400000000000001
MK-4541	MK-2206	DLD1	-3.05	5.079999999999999	14.1709086046	6.8775
MK-4541	MK-4827	DLD1	-3.395	-2.22	-1.8997478199	-0.235
MK-4541	MK-5108	DLD1	-4.47	0.2625000000000002	2.4296122681	2.6725
MK-4541	MK-8669	DLD1	-2.215	1.215	9.5725093799	3.28
MK-4541	MK-8776	DLD1	-4.637499999999999	-1.1925	-1.5373572841999998	0.18
MK-4541	MRK-003	DLD1	-2.995	3.74	7.311013922100001	5.93
MK-4541	OXALIPLATIN	DLD1	-6.25	-4.3825	-3.2478727475	-2.1925
MK-4541	PACLITAXEL	DLD1	0.615	4.84	11.4337280648	6.700000000000001
MK-4541	PD325901	DLD1	-3.17	2.595	10.8292852193	5.09
MK-4541	SN-38	DLD1	-4.6575	-2.24	-4.3750594639	-0.2125
MK-4541	SORAFENIB	DLD1	9.165	10.37	17.756730625899998	12.5
MK-4541	SUNITINIB	DLD1	-0.5675	-0.9975000000000002	4.0377240487	1.06
MK-4541	TEMOZOLOMIDE	DLD1	0.0449999999999999	-2.825	-11.7547721982	-6.0
MK-4541	TOPOTECAN	DLD1	4.3725000000000005	2.8325000000000005	13.1807309754	4.4
MK-4541	VINBLASTINE	DLD1	-5.4	-3.315	-3.3543513454	-1.1425
MK-4541	VINORELBINE	DLD1	-1.4625	2.7775	3.968916955	3.9375
MK-4541	ZOLINZA	DLD1	2.3525	4.2875	6.8399846591	5.86
MK-4827	ABT-888	DLD1	-1.2175	-2.7125000000000004	-1.5071119724000002	-3.035
MK-4827	BEZ-235	DLD1	0.95	-0.1174999999999999	11.8234590698	2.6875
MK-4827	BORTEZOMIB	DLD1	0.2249999999999999	1.275	12.6360994215	1.86
MK-4827	DASATINIB	DLD1	-2.79	-1.1849999999999998	4.5268271522	1.925
MK-4827	DINACICLIB	DLD1	-3.605	-3.525	-9.242275932	-2.6324999999999994
MK-4827	ERLOTINIB	DLD1	-3.295	-3.615	-5.543391546900001	-0.7300000000000002
MK-4827	GELDANAMYCIN	DLD1	-0.5549999999999999	-0.5050000000000001	6.1509058199	1.6925
MK-4827	MK-2206	DLD1	-5.067500000000001	1.6225	5.9013475649	4.2125
MK-4827	MK-8669	DLD1	-5.38	-0.0149999999999999	6.8546679561	3.1325000000000003
MK-4827	MK-8776	DLD1	-1.4475000000000002	3.9875	7.1986442525	6.137499999999999
MK-4827	OXALIPLATIN	DLD1	-8.2075	-9.53	-9.4798459173	-6.4575
MK-4827	PD325901	DLD1	-1.3424999999999998	-0.1800000000000001	3.9995141393	3.095
MK-4827	SN-38	DLD1	0.6825	6.905	9.899967149	10.1075
MK-4827	SORAFENIB	DLD1	6.27	7.9275	12.2170068543	11.1425
MK-4827	TOPOTECAN	DLD1	3.9	2.535	6.334493731699999	5.055
MK-5108	ABT-888	DLD1	-2.3600000000000003	4.415	6.207041723400001	4.0925
MK-5108	BEZ-235	DLD1	3.35	2.075	14.839167753499998	5.07
MK-5108	BORTEZOMIB	DLD1	0.0549999999999999	-0.4325	4.4473547838	0.16
MK-5108	DASATINIB	DLD1	1.19	3.85	10.5070495702	7.362500000000001
MK-5108	DINACICLIB	DLD1	1.1975	1.5775	4.2798273265	2.4625000000000004
MK-5108	ERLOTINIB	DLD1	-0.1124999999999999	1.0525	4.623655877	4.3475
MK-5108	GELDANAMYCIN	DLD1	-0.4175	-0.6524999999999999	3.97640932	1.955
MK-5108	MK-2206	DLD1	-2.1500000000000004	1.2575	7.1065561514	4.2525
MK-5108	MK-4827	DLD1	-2.6625	1.255	3.5999031594	4.465
MK-5108	MK-8669	DLD1	-1.56	5.0600000000000005	12.137946261700002	8.184999999999999
MK-5108	MK-8776	DLD1	-5.845000000000001	-5.8275	-8.4365012127	-3.2675
MK-5108	OXALIPLATIN	DLD1	-6.1525	-3.2300000000000004	-0.1982157591	0.405
MK-5108	PD325901	DLD1	-1.4774999999999998	4.1850000000000005	13.3990203907	8.967500000000001
MK-5108	SN-38	DLD1	-3.99	-1.9525	-3.0306845851	1.37
MK-5108	SORAFENIB	DLD1	7.4625	9.62	13.0019077574	13.3625
MK-5108	TOPOTECAN	DLD1	8.344999999999999	7.3075	19.2530842161	10.055
MK-8669	BEZ-235	DLD1	13.8475	13.4575	61.9489631608	17.2725
MK-8669	DINACICLIB	DLD1	2.5775	4.08	15.204027516300002	5.6450000000000005
MK-8669	GELDANAMYCIN	DLD1	-1.2500000000000002	-1.955	10.1782011547	1.13
MK-8669	MK-8776	DLD1	-1.2200000000000002	4.744999999999999	15.2465004344	7.58
MK-8669	OXALIPLATIN	DLD1	-8.2675	-5.7575	-1.0667274476000002	-2.305
MK-8669	SN-38	DLD1	-5.4775	-2.3875	1.8790219318	0.7425000000000002
MK-8669	SORAFENIB	DLD1	13.96	13.8075	25.9497875001	18.1575
MK-8669	TOPOTECAN	DLD1	2.9125000000000005	1.645	18.8938288441	5.03
MRK-003	5-FU	DLD1	0.2075	2.0725	4.9562205317000005	7.6425
MRK-003	ABT-888	DLD1	0.2224999999999999	4.0875	3.3204664338	3.7875
MRK-003	AZD1775	DLD1	-0.8149999999999998	4.625	4.4023521156	8.747499999999999
MRK-003	BEZ-235	DLD1	0.55	1.1324999999999998	11.9046340615	5.6975
MRK-003	BORTEZOMIB	DLD1	-0.6575	2.9675	11.3953904713	3.6825
MRK-003	CARBOPLATIN	DLD1	-6.9350000000000005	-0.7274999999999998	-7.6763034268	-0.53
MRK-003	CYCLOPHOSPHAMIDE	DLD1	-0.9575	6.2575	5.6359025025	5.3775
